sample	chr	startpos	endpos	nMajor	nMinor
TumorSample-A	3	154460078	155140900	2	1
TumorSample-A	3	155141792	155148756	3	0
TumorSample-A	3	155150757	155536956	2	1
TumorSample-A	3	155539239	155552491	2	0
TumorSample-A	3	155552510	155564643	2	1
TumorSample-A	3	155564781	155603379	3	0
TumorSample-A	3	155603381	155752009	1	1
TumorSample-A	3	155753218	157291124	3	0
TumorSample-A	3	157291314	157380708	1	1
TumorSample-A	3	157380841	157861852	3	0
TumorSample-A	3	157862770	158496682	1	1
TumorSample-A	3	158496741	158632329	2	0
TumorSample-A	3	158642266	158719599	1	1
TumorSample-A	3	158719859	159101912	3	0
TumorSample-A	3	159103291	159496644	2	1
TumorSample-A	3	159497427	159939369	2	0
TumorSample-A	3	159943394	160019106	1	1
TumorSample-A	3	160019289	160682774	3	0
TumorSample-A	3	160682867	160824329	2	1
TumorSample-A	3	160825954	163913976	3	0
TumorSample-A	3	163914574	163966731	2	1
TumorSample-A	3	163966892	164010023	3	0
TumorSample-A	3	164010057	164656051	2	1
TumorSample-A	3	164658092	164710087	3	0
TumorSample-A	3	164712595	165530855	1	1
TumorSample-A	3	165533459	165717854	3	0
TumorSample-A	3	165718131	166583638	1	1
TumorSample-A	3	166586776	166743163	3	0
TumorSample-A	3	166745805	167345410	1	1
TumorSample-A	3	167346132	167804746	3	0
TumorSample-A	3	167805241	168496661	1	1
TumorSample-A	3	168497103	168644912	3	0
TumorSample-A	3	168645116	168669166	2	1
TumorSample-A	3	168672516	168982817	3	0
TumorSample-A	3	168983307	169083155	1	1
TumorSample-A	3	169083707	169518542	2	0
TumorSample-A	3	169520227	169610527	1	1
TumorSample-A	3	169611888	169848665	3	0
TumorSample-A	3	169849453	170251079	1	1
TumorSample-A	3	170252500	170558776	3	0
TumorSample-A	3	170562387	170723189	1	1
TumorSample-A	3	170723748	171109990	2	0
TumorSample-A	3	171113283	171466002	2	1
TumorSample-A	3	171466087	171583644	2	0
TumorSample-A	3	171583667	171833857	1	1
TumorSample-A	3	171835678	173133387	3	0
TumorSample-A	3	173133520	173300524	2	1
TumorSample-A	3	173301617	174374462	3	0
TumorSample-A	3	174374968	174555363	1	1
TumorSample-A	3	174556084	174570178	2	1
TumorSample-A	3	174570555	174622520	3	0
TumorSample-A	3	174622611	174696125	2	1
TumorSample-A	3	174697095	174729081	3	0
TumorSample-A	3	174735006	174962874	1	1
TumorSample-A	3	174963176	175178133	3	0
TumorSample-A	3	175178441	175256388	2	1
TumorSample-A	3	175257963	175792306	3	0
TumorSample-A	3	175792572	175942365	1	1
TumorSample-A	3	175943907	176312308	3	0
TumorSample-A	3	176312402	176336338	2	1
TumorSample-A	3	176336365	176854207	3	0
TumorSample-A	3	176855235	176948961	1	1
TumorSample-A	3	176949109	177351219	2	0
TumorSample-A	3	177353872	177801517	1	1
TumorSample-A	3	177802901	177861204	2	0
TumorSample-A	3	177862182	177912438	2	1
TumorSample-A	3	177912963	178026035	3	0
TumorSample-A	3	178026366	178534581	1	1
TumorSample-A	3	178537255	178579876	3	0
TumorSample-A	3	178581014	178664471	2	1
TumorSample-A	3	178664755	178853395	3	0
TumorSample-A	3	178853447	179533874	1	1
TumorSample-A	3	179534756	182340179	3	0
TumorSample-A	3	182340675	182713893	1	1
TumorSample-A	3	182714185	183134586	2	0
TumorSample-A	3	183134639	183248306	1	1
TumorSample-A	3	183249939	183418363	3	0
TumorSample-A	3	183418422	183446881	2	1
TumorSample-A	3	183448474	183579021	2	0
TumorSample-A	3	183580762	183817188	1	1
TumorSample-A	3	183819910	184041808	3	0
TumorSample-A	3	184042813	184423640	1	1
TumorSample-A	3	184423750	185467968	2	0
TumorSample-A	3	185470085	185579325	2	1
TumorSample-A	3	185579440	185596054	2	0
TumorSample-A	3	185596067	185636428	2	1
TumorSample-A	3	185638205	185743503	2	0
TumorSample-A	3	185752912	185954589	1	1
TumorSample-A	3	185955755	185976782	3	0
TumorSample-A	3	185977261	186712529	1	1
TumorSample-A	3	186712831	186761220	3	0
TumorSample-A	3	186762334	187231000	2	1
TumorSample-A	3	187232847	187264420	2	0
TumorSample-A	3	187266730	187371024	2	1
TumorSample-A	3	187371115	187513072	1	1
TumorSample-A	3	187514038	188037091	3	0
TumorSample-A	3	188037127	188058152	2	1
TumorSample-A	3	188058318	188079721	2	0
TumorSample-A	3	188080402	188131513	2	1
TumorSample-A	3	188131531	188370530	3	0
TumorSample-A	3	188370852	188492316	2	1
TumorSample-A	3	188492868	188568747	3	0
TumorSample-A	3	188572197	188688197	1	1
TumorSample-A	3	188689191	189157186	3	0
TumorSample-A	3	189157830	189360131	1	1
TumorSample-A	3	189361153	189491453	3	0
TumorSample-A	3	189491857	189620094	1	1
TumorSample-A	3	189620783	189638472	2	0
TumorSample-A	3	189638809	189930300	1	1
TumorSample-A	3	189930403	190338344	2	0
TumorSample-A	3	190338371	190545010	1	1
TumorSample-A	3	190547640	190936635	3	0
TumorSample-A	3	190937216	190963337	1	1
TumorSample-A	3	190964524	191247452	3	0
TumorSample-A	3	191248128	191276354	2	1
TumorSample-A	3	191277562	191355917	2	0
TumorSample-A	3	191356108	191792188	1	1
TumorSample-A	3	191792266	192578035	3	0
TumorSample-A	3	192579233	192611437	1	1
TumorSample-A	3	192613501	192792791	3	0
TumorSample-A	3	192797104	192831658	2	1
TumorSample-A	3	192832052	193044697	2	0
TumorSample-A	3	193046150	193329826	1	1
TumorSample-A	3	193340230	193527477	2	0
TumorSample-A	3	193543300	193611106	2	1
TumorSample-A	3	193611977	193649748	2	0
TumorSample-A	3	193650903	193695943	2	1
TumorSample-A	3	193696692	193738485	2	0
TumorSample-A	3	193739662	193770543	1	1
TumorSample-A	3	193770712	193902208	2	0
TumorSample-A	3	193902721	193921834	2	1
TumorSample-A	3	193923992	194170925	2	0
TumorSample-A	3	194171463	194505796	1	1
TumorSample-A	3	194505847	194512809	2	1
TumorSample-A	3	194513050	194857954	3	0
TumorSample-A	3	194858995	194898333	1	1
TumorSample-A	3	194899178	194959271	3	0
TumorSample-A	3	194960553	195049339	2	1
TumorSample-A	3	195049850	195084109	2	0
TumorSample-A	3	195096036	195588579	1	1
TumorSample-A	3	195588601	195592840	2	1
TumorSample-A	3	195593596	195905259	3	0
TumorSample-A	3	195905808	196504437	1	1
TumorSample-A	3	196505427	196572829	2	1
TumorSample-A	3	196573522	197909730	3	0
TumorSample-A	3	197919274	198038561	1	1
TumorSample-A	4	72156	856083	1	1
TumorSample-A	4	857013	2576924	2	0
TumorSample-A	4	2585748	3569683	1	1
TumorSample-A	4	3569697	3639996	2	0
TumorSample-A	4	3641290	3667318	2	1
TumorSample-A	4	3667335	3699370	1	1
TumorSample-A	4	3700754	3712612	2	1
TumorSample-A	4	3712866	3838976	2	0
TumorSample-A	4	3840185	3905470	1	1
TumorSample-A	4	3905647	4578802	2	0
TumorSample-A	4	4580456	4587044	1	1
TumorSample-A	4	4592166	4642801	2	0
TumorSample-A	4	4643431	4722257	1	1
TumorSample-A	4	4722731	4808133	2	0
TumorSample-A	4	4808560	4869822	1	1
TumorSample-A	4	4870520	5330601	2	0
TumorSample-A	4	5330831	5393187	1	1
TumorSample-A	4	5393762	5720554	2	0
TumorSample-A	4	5721418	5843466	1	1
TumorSample-A	4	5843518	5920107	2	0
TumorSample-A	4	5920208	5923031	2	1
TumorSample-A	4	5923067	5995077	1	1
TumorSample-A	4	5997176	6024191	2	1
TumorSample-A	4	6025047	6256107	2	0
TumorSample-A	4	6256425	6615208	1	1
TumorSample-A	4	6615221	6687263	2	1
TumorSample-A	4	6688214	6717048	2	0
TumorSample-A	4	6719250	6726195	2	1
TumorSample-A	4	6729463	7175090	2	0
TumorSample-A	4	7175095	7254748	1	1
TumorSample-A	4	7257699	7339384	2	0
TumorSample-A	4	7339478	7360157	2	1
TumorSample-A	4	7361280	7832985	2	0
TumorSample-A	4	7833116	7941135	1	1
TumorSample-A	4	7941379	8873578	2	0
TumorSample-A	4	8875735	8956209	1	1
TumorSample-A	4	8956453	10143672	2	0
TumorSample-A	4	10143944	10329324	1	1
TumorSample-A	4	10333164	10691746	2	0
TumorSample-A	4	10694605	10726554	1	1
TumorSample-A	4	10726636	10919181	2	0
TumorSample-A	4	10921144	10926346	2	1
TumorSample-A	4	10928006	10958994	1	1
TumorSample-A	4	10959669	10976645	2	0
TumorSample-A	4	10976944	11085165	1	1
TumorSample-A	4	11085278	11519406	2	0
TumorSample-A	4	11520178	11735748	1	1
TumorSample-A	4	11737677	12097683	2	0
TumorSample-A	4	12097879	12167683	1	1
TumorSample-A	4	12170721	12179372	2	1
TumorSample-A	4	12183029	12578762	2	0
TumorSample-A	4	12583769	12596080	2	1
TumorSample-A	4	12596254	12940634	1	1
TumorSample-A	4	12941252	13007101	2	1
TumorSample-A	4	13007946	13070961	1	1
TumorSample-A	4	13071725	13074055	2	1
TumorSample-A	4	13074496	13555734	2	0
TumorSample-A	4	13555755	13823851	1	1
TumorSample-A	4	13823986	14725742	2	0
TumorSample-A	4	14726628	14752440	2	1
TumorSample-A	4	14752469	14801847	1	1
TumorSample-A	4	14802170	15403948	2	0
TumorSample-A	4	15404690	15422967	1	1
TumorSample-A	4	15423317	15452246	2	0
TumorSample-A	4	15452321	15458710	1	1
TumorSample-A	4	15459134	15912411	2	0
TumorSample-A	4	15913413	15948286	2	1
TumorSample-A	4	15948373	15982758	2	0
TumorSample-A	4	15983919	16031017	2	1
TumorSample-A	4	16031443	16151236	1	1
TumorSample-A	4	16154650	16167398	2	1
TumorSample-A	4	16167683	16483383	2	0
TumorSample-A	4	16486816	16890962	1	1
TumorSample-A	4	16892270	17031248	2	0
TumorSample-A	4	17032493	17044630	1	1
TumorSample-A	4	17044649	17074427	2	0
TumorSample-A	4	17075071	17145559	1	1
TumorSample-A	4	17145809	17178166	2	1
TumorSample-A	4	17180356	17281862	2	0
TumorSample-A	4	17283148	17301379	2	1
TumorSample-A	4	17302299	17544142	1	1
TumorSample-A	4	17544182	17689424	2	0
TumorSample-A	4	17689543	18295089	1	1
TumorSample-A	4	18295969	18305174	2	1
TumorSample-A	4	18307056	18472387	2	0
TumorSample-A	4	18473750	18583352	2	1
TumorSample-A	4	18588924	18657458	1	1
TumorSample-A	4	18658014	18666471	2	1
TumorSample-A	4	18666820	18977562	2	0
TumorSample-A	4	18983846	19030711	2	1
TumorSample-A	4	19037184	19786640	1	1
TumorSample-A	4	19790703	20666320	2	0
TumorSample-A	4	20666390	20678311	1	1
TumorSample-A	4	20679720	20702433	2	1
TumorSample-A	4	20702915	20829955	1	1
TumorSample-A	4	20830183	20831806	2	1
TumorSample-A	4	20832159	20834068	2	0
TumorSample-A	4	20834114	20838540	2	1
TumorSample-A	4	20838676	20847500	1	1
TumorSample-A	4	20847725	21190853	2	0
TumorSample-A	4	21191057	21196492	2	1
TumorSample-A	4	21196610	21311334	1	1
TumorSample-A	4	21313439	22610563	2	0
TumorSample-A	4	22611202	22623948	2	1
TumorSample-A	4	22625341	22848879	1	1
TumorSample-A	4	22851929	22856892	2	1
TumorSample-A	4	22857950	23247049	2	0
TumorSample-A	4	23249645	23315501	1	1
TumorSample-A	4	23316074	23322472	2	1
TumorSample-A	4	23322640	24208066	2	0
TumorSample-A	4	24210854	24268587	1	1
TumorSample-A	4	24268779	24288831	2	1
TumorSample-A	4	24289597	24319718	2	0
TumorSample-A	4	24319877	24452715	1	1
TumorSample-A	4	24452879	24658945	2	0
TumorSample-A	4	24659451	24793175	2	1
TumorSample-A	4	24795181	25051211	2	0
TumorSample-A	4	25051876	25066440	2	1
TumorSample-A	4	25066542	25089570	1	1
TumorSample-A	4	25089917	25453417	2	0
TumorSample-A	4	25453782	25488927	2	1
TumorSample-A	4	25491494	25536444	1	1
TumorSample-A	4	25537150	25557213	2	1
TumorSample-A	4	25558255	25767155	2	0
TumorSample-A	4	25767513	25775527	2	1
TumorSample-A	4	25777361	25787117	1	1
TumorSample-A	4	25787698	25911263	2	1
TumorSample-A	4	25911533	26045666	1	1
TumorSample-A	4	26046519	26235535	2	0
TumorSample-A	4	26246904	26341998	1	1
TumorSample-A	4	26345030	26807397	2	0
TumorSample-A	4	26807493	26965284	1	1
TumorSample-A	4	26965862	27196164	2	0
TumorSample-A	4	27196180	27202013	1	1
TumorSample-A	4	27202097	27207643	2	1
TumorSample-A	4	27207937	27257890	2	0
TumorSample-A	4	27258012	27862913	1	1
TumorSample-A	4	27863899	28095766	2	0
TumorSample-A	4	28096274	28827750	1	1
TumorSample-A	4	28828948	29547276	2	0
TumorSample-A	4	29547847	29685455	2	1
TumorSample-A	4	29685701	29717756	1	1
TumorSample-A	4	29718532	30188864	2	0
TumorSample-A	4	30193562	30443276	1	1
TumorSample-A	4	30443395	31941361	2	0
TumorSample-A	4	31945441	31962178	2	1
TumorSample-A	4	31963451	32295474	1	1
TumorSample-A	4	32295526	32321752	2	1
TumorSample-A	4	32321993	32579152	2	0
TumorSample-A	4	32579289	32622278	2	1
TumorSample-A	4	32622445	32625089	1	1
TumorSample-A	4	32626456	32883679	2	0
TumorSample-A	4	32890326	33034019	1	1
TumorSample-A	4	33034661	33054163	2	1
TumorSample-A	4	33054895	33115646	1	1
TumorSample-A	4	33118921	36661658	2	0
TumorSample-A	4	36661790	36738267	1	1
TumorSample-A	4	36741003	37333535	2	0
TumorSample-A	4	37334077	37376673	2	1
TumorSample-A	4	37377880	37544483	2	0
TumorSample-A	4	37546347	37595969	2	1
TumorSample-A	4	37596045	38033775	2	0
TumorSample-A	4	38033905	38190495	1	1
TumorSample-A	4	38190556	38216633	2	0
TumorSample-A	4	38217656	38269295	1	1
TumorSample-A	4	38270211	38317327	2	0
TumorSample-A	4	38318584	38361641	1	1
TumorSample-A	4	38364769	38419784	2	0
TumorSample-A	4	38420205	38488819	2	1
TumorSample-A	4	38490546	38505156	3	0
TumorSample-A	4	38505668	38700816	2	1
TumorSample-A	4	38701384	38766462	1	1
TumorSample-A	4	38766912	38774870	2	1
TumorSample-A	4	38775552	38824808	2	0
TumorSample-A	4	38825193	38898436	2	1
TumorSample-A	4	38898512	38942010	2	0
TumorSample-A	4	38942480	38950409	1	1
TumorSample-A	4	38950867	39506960	2	0
TumorSample-A	4	39507364	39538621	2	1
TumorSample-A	4	39539792	39591597	1	1
TumorSample-A	4	39593224	39609486	2	1
TumorSample-A	4	39614599	40406708	2	0
TumorSample-A	4	40406862	40560627	1	1
TumorSample-A	4	40561779	40582431	2	0
TumorSample-A	4	40583033	40703141	1	1
TumorSample-A	4	40703250	40725329	2	1
TumorSample-A	4	40727036	40841755	2	0
TumorSample-A	4	40842182	41238589	1	1
TumorSample-A	4	41239695	41250488	2	1
TumorSample-A	4	41250924	41647926	1	1
TumorSample-A	4	41650276	41653249	2	1
TumorSample-A	4	41653372	41761703	2	0
TumorSample-A	4	41762330	42207743	1	1
TumorSample-A	4	42208100	42215786	2	1
TumorSample-A	4	42215989	42223917	1	1
TumorSample-A	4	42224134	42224367	2	1
TumorSample-A	4	42224531	42651323	1	1
TumorSample-A	4	42651759	42847728	2	1
TumorSample-A	4	42847799	42893854	2	0
TumorSample-A	4	42894012	43118070	1	1
TumorSample-A	4	43118535	43128759	2	1
TumorSample-A	4	43130836	44445099	2	0
TumorSample-A	4	44445345	44583130	1	1
TumorSample-A	4	44583904	44600669	2	0
TumorSample-A	4	44601014	45068450	1	1
TumorSample-A	4	45069252	45450349	2	0
TumorSample-A	4	45452640	45636830	2	1
TumorSample-A	4	45636886	46613376	1	1
TumorSample-A	4	46618999	46662835	2	1
TumorSample-A	4	46663275	46867813	2	0
TumorSample-A	4	46868348	47004597	1	1
TumorSample-A	4	47007446	48109401	2	0
TumorSample-A	4	48110274	48140661	2	1
TumorSample-A	4	48141184	48176797	1	1
TumorSample-A	4	48177378	48184135	2	1
TumorSample-A	4	48185131	48190610	1	1
TumorSample-A	4	48191784	52102311	2	0
TumorSample-A	4	52102873	52112828	3	0
TumorSample-A	4	52112864	52129893	2	0
TumorSample-A	4	52130683	52145185	2	1
TumorSample-A	4	52146955	52177058	1	1
TumorSample-A	4	52177172	52179632	2	1
TumorSample-A	4	52180189	52846547	1	1
TumorSample-A	4	52848011	53040249	2	0
TumorSample-A	4	53040826	53515178	1	1
TumorSample-A	4	53515952	53839266	2	0
TumorSample-A	4	53839364	53973385	1	1
TumorSample-A	4	53977168	54092905	2	0
TumorSample-A	4	54098233	54112879	2	1
TumorSample-A	4	54112978	54175203	1	1
TumorSample-A	4	54176387	54191055	2	1
TumorSample-A	4	54191582	54565992	2	0
TumorSample-A	4	54567811	54987101	1	1
TumorSample-A	4	54988502	54999244	2	1
TumorSample-A	4	54999505	55161120	2	0
TumorSample-A	4	55161351	55162239	2	1
TumorSample-A	4	55162258	55864138	1	1
TumorSample-A	4	55868535	56198907	2	0
TumorSample-A	4	56200435	56210769	1	1
TumorSample-A	4	56211850	56868148	2	0
TumorSample-A	4	56868245	57409451	1	1
TumorSample-A	4	57413316	57419753	2	1
TumorSample-A	4	57421499	57427265	2	0
TumorSample-A	4	57427431	57534534	2	1
TumorSample-A	4	57536732	57646913	2	0
TumorSample-A	4	57649765	57688709	1	1
TumorSample-A	4	57689794	57701877	2	1
TumorSample-A	4	57701878	57703707	1	1
TumorSample-A	4	57703757	57705664	2	1
TumorSample-A	4	57705683	57719477	1	1
TumorSample-A	4	57719788	57804828	2	1
TumorSample-A	4	57807227	58047514	2	0
TumorSample-A	4	58047555	58088156	1	1
TumorSample-A	4	58088675	58091063	2	1
TumorSample-A	4	58091228	58142246	2	0
TumorSample-A	4	58142795	58805994	1	1
TumorSample-A	4	58806872	58831728	2	1
TumorSample-A	4	58832235	58841395	2	0
TumorSample-A	4	58841765	58853791	2	1
TumorSample-A	4	58857194	58941632	1	1
TumorSample-A	4	58942139	58946623	2	1
TumorSample-A	4	58946702	58986528	2	0
TumorSample-A	4	58986663	58994934	2	1
TumorSample-A	4	58996072	60507002	2	0
TumorSample-A	4	60507048	60532983	1	1
TumorSample-A	4	60533130	60534108	2	1
TumorSample-A	4	60534215	60537780	1	1
TumorSample-A	4	60537934	60545851	2	1
TumorSample-A	4	60546124	60609353	1	1
TumorSample-A	4	60609621	60648546	2	0
TumorSample-A	4	60648763	60661401	2	1
TumorSample-A	4	60661598	60685070	1	1
TumorSample-A	4	60685256	60699740	2	1
TumorSample-A	4	60699942	60854370	1	1
TumorSample-A	4	60855015	60859567	2	1
TumorSample-A	4	60859681	60916083	1	1
TumorSample-A	4	60917142	61526136	2	0
TumorSample-A	4	61528042	61536207	2	1
TumorSample-A	4	61536341	61634123	1	1
TumorSample-A	4	61635277	62841460	2	0
TumorSample-A	4	62842644	62847886	2	1
TumorSample-A	4	62852469	63057139	1	1
TumorSample-A	4	63057497	63077826	2	1
TumorSample-A	4	63080294	63311141	2	0
TumorSample-A	4	63313725	63630957	1	1
TumorSample-A	4	63631834	64772604	2	0
TumorSample-A	4	64777346	64898889	1	1
TumorSample-A	4	64900080	64909008	2	1
TumorSample-A	4	64909158	65496769	2	0
TumorSample-A	4	65498656	66098009	1	1
TumorSample-A	4	66099772	66107321	2	0
TumorSample-A	4	66107775	66111061	2	1
TumorSample-A	4	66111416	66114219	2	0
TumorSample-A	4	66116156	66143733	1	1
TumorSample-A	4	66143756	66436136	2	0
TumorSample-A	4	66436171	66840822	1	1
TumorSample-A	4	66842071	66855581	2	1
TumorSample-A	4	66862389	67835383	2	0
TumorSample-A	4	67836053	67902957	1	1
TumorSample-A	4	67903734	68096370	2	0
TumorSample-A	4	68096388	68113533	1	1
TumorSample-A	4	68113951	69071215	3	0
TumorSample-A	4	69071281	69190426	1	1
TumorSample-A	4	69190569	69217410	2	1
TumorSample-A	4	69219493	69449846	2	0
TumorSample-A	4	69450287	69456039	1	1
TumorSample-A	4	69456253	69464453	2	0
TumorSample-A	4	69464587	69522645	1	1
TumorSample-A	4	69522779	70056472	2	0
TumorSample-A	4	70058214	70214917	1	1
TumorSample-A	4	70215321	70220995	2	1
TumorSample-A	4	70221175	70341681	2	0
TumorSample-A	4	70342872	70373947	1	1
TumorSample-A	4	70373973	70386594	2	1
TumorSample-A	4	70386731	70416901	2	0
TumorSample-A	4	70417162	70420824	2	1
TumorSample-A	4	70420880	70430254	1	1
TumorSample-A	4	70430274	71147958	2	0
TumorSample-A	4	71149638	71204302	1	1
TumorSample-A	4	71205136	71226659	2	1
TumorSample-A	4	71227218	71649447	1	1
TumorSample-A	4	71649543	71658358	2	1
TumorSample-A	4	71658480	71691043	1	1
TumorSample-A	4	71691504	71702998	2	1
TumorSample-A	4	71703348	71833988	2	0
TumorSample-A	4	71834408	71850851	2	1
TumorSample-A	4	71850900	71903445	1	1
TumorSample-A	4	71903916	71906713	2	1
TumorSample-A	4	71907016	72269333	2	0
TumorSample-A	4	72273925	72296919	2	1
TumorSample-A	4	72297116	72680017	1	1
TumorSample-A	4	72680849	72687677	2	1
TumorSample-A	4	72687770	72821929	2	0
TumorSample-A	4	72823340	72824878	1	1
TumorSample-A	4	72824879	72827225	2	1
TumorSample-A	4	72827815	72831800	1	1
TumorSample-A	4	72832980	72838122	2	1
TumorSample-A	4	72838329	72846399	1	1
TumorSample-A	4	72846847	73566489	2	0
TumorSample-A	4	73568723	74740833	1	1
TumorSample-A	4	74743124	75214391	2	0
TumorSample-A	4	75217171	75353791	1	1
TumorSample-A	4	75354786	75362424	2	1
TumorSample-A	4	75362702	75533168	2	0
TumorSample-A	4	75535326	75778053	1	1
TumorSample-A	4	75778374	75960248	2	0
TumorSample-A	4	75960826	75968703	2	1
TumorSample-A	4	75968745	75984496	1	1
TumorSample-A	4	75985821	76009623	2	0
TumorSample-A	4	76009716	76238728	1	1
TumorSample-A	4	76238772	76242611	2	1
TumorSample-A	4	76243184	76250947	2	0
TumorSample-A	4	76251358	76254813	1	1
TumorSample-A	4	76255128	76261573	2	1
TumorSample-A	4	76262493	76365553	1	1
TumorSample-A	4	76365742	77931620	2	0
TumorSample-A	4	77931905	78013859	1	1
TumorSample-A	4	78014074	78026070	2	1
TumorSample-A	4	78026173	78223102	2	0
TumorSample-A	4	78224163	78528543	1	1
TumorSample-A	4	78529219	78530883	2	1
TumorSample-A	4	78531531	78622188	2	0
TumorSample-A	4	78622427	78671125	1	1
TumorSample-A	4	78672137	78738511	2	0
TumorSample-A	4	78738610	79301800	1	1
TumorSample-A	4	79304046	79431478	2	1
TumorSample-A	4	79431912	79464956	1	1
TumorSample-A	4	79465109	80014081	2	0
TumorSample-A	4	80014869	80049059	2	1
TumorSample-A	4	80049745	80243569	2	0
TumorSample-A	4	80246155	81286024	1	1
TumorSample-A	4	81286972	81296378	2	1
TumorSample-A	4	81296497	81388967	1	1
TumorSample-A	4	81390137	81406607	2	1
TumorSample-A	4	81410288	81984225	2	0
TumorSample-A	4	81984476	82175244	1	1
TumorSample-A	4	82175371	82226839	2	0
TumorSample-A	4	82227536	82295674	1	1
TumorSample-A	4	82299366	82389266	2	0
TumorSample-A	4	82389665	82720011	1	1
TumorSample-A	4	82721074	82721696	2	1
TumorSample-A	4	82721794	82843897	2	0
TumorSample-A	4	82844116	83097019	1	1
TumorSample-A	4	83099565	83442702	2	0
TumorSample-A	4	83443598	83458567	2	1
TumorSample-A	4	83459802	83659135	1	1
TumorSample-A	4	83659554	83763077	2	0
TumorSample-A	4	83765859	83869353	1	1
TumorSample-A	4	83869677	84272678	2	0
TumorSample-A	4	84273510	84411687	1	1
TumorSample-A	4	84411758	84507730	2	0
TumorSample-A	4	84508110	84782035	1	1
TumorSample-A	4	84783821	85170802	2	0
TumorSample-A	4	85171055	85238141	1	1
TumorSample-A	4	85238372	85246555	2	1
TumorSample-A	4	85246733	85820736	2	0
TumorSample-A	4	85823454	85889134	1	1
TumorSample-A	4	85889419	85895556	2	1
TumorSample-A	4	85895677	86010329	2	0
TumorSample-A	4	86011333	86306260	1	1
TumorSample-A	4	86306886	86941327	2	0
TumorSample-A	4	86942618	87299683	1	1
TumorSample-A	4	87300039	87366841	2	0
TumorSample-A	4	87367447	87404243	1	1
TumorSample-A	4	87405228	87509813	2	0
TumorSample-A	4	87510396	87531756	1	1
TumorSample-A	4	87531852	87600639	2	0
TumorSample-A	4	87601060	87783980	1	1
TumorSample-A	4	87785929	88421824	2	0
TumorSample-A	4	88424935	89194616	1	1
TumorSample-A	4	89195681	89491729	2	0
TumorSample-A	4	89493264	89910893	1	1
TumorSample-A	4	89912221	90345911	2	0
TumorSample-A	4	90348440	90634999	1	1
TumorSample-A	4	90644462	90689582	2	0
TumorSample-A	4	90693210	91031336	1	1
TumorSample-A	4	91032106	91184684	2	0
TumorSample-A	4	91184859	91190912	2	1
TumorSample-A	4	91190930	91343189	1	1
TumorSample-A	4	91343669	92538796	2	0
TumorSample-A	4	92539973	92554292	2	1
TumorSample-A	4	92555247	92719943	1	1
TumorSample-A	4	92720974	93470634	2	0
TumorSample-A	4	93474468	93661572	2	1
TumorSample-A	4	93662036	94144399	2	0
TumorSample-A	4	94146016	94170705	2	1
TumorSample-A	4	94170760	94413499	1	1
TumorSample-A	4	94413832	94651548	2	0
TumorSample-A	4	94652653	94684878	1	1
TumorSample-A	4	94685219	95017235	2	0
TumorSample-A	4	95017442	95314636	1	1
TumorSample-A	4	95318381	95449075	2	0
TumorSample-A	4	95449454	95452186	2	1
TumorSample-A	4	95452214	95526569	1	1
TumorSample-A	4	95527058	95809374	2	0
TumorSample-A	4	95809435	95835601	2	1
TumorSample-A	4	95836671	95954442	1	1
TumorSample-A	4	95957135	95962194	2	1
TumorSample-A	4	95964924	96552674	2	0
TumorSample-A	4	96554045	96618513	2	1
TumorSample-A	4	96619722	96765627	2	0
TumorSample-A	4	96766292	96794198	2	1
TumorSample-A	4	96794866	96915161	1	1
TumorSample-A	4	96915328	96938483	2	1
TumorSample-A	4	96944738	98631027	2	0
TumorSample-A	4	98633161	99207596	1	1
TumorSample-A	4	99208528	99215025	2	1
TumorSample-A	4	99217381	99404473	2	0
TumorSample-A	4	99405108	99420486	2	1
TumorSample-A	4	99421745	99752673	1	1
TumorSample-A	4	99753583	100211638	2	0
TumorSample-A	4	100211708	100315090	1	1
TumorSample-A	4	100315745	100319987	2	1
TumorSample-A	4	100320611	101021326	2	0
TumorSample-A	4	101021567	101586787	1	1
TumorSample-A	4	101587865	102243659	2	0
TumorSample-A	4	102243862	102291759	1	1
TumorSample-A	4	102292085	103841156	2	0
TumorSample-A	4	103842755	103882796	2	1
TumorSample-A	4	103882854	104375085	1	1
TumorSample-A	4	104376131	104381939	2	1
TumorSample-A	4	104384716	104528928	2	0
TumorSample-A	4	104529372	104555147	2	1
TumorSample-A	4	104555695	105166060	1	1
TumorSample-A	4	105166894	105343524	2	0
TumorSample-A	4	105344191	105376778	2	1
TumorSample-A	4	105377237	105440257	1	1
TumorSample-A	4	105440854	105468140	2	1
TumorSample-A	4	105468180	106352363	2	0
TumorSample-A	4	106355697	106910841	1	1
TumorSample-A	4	106914236	107081404	2	0
TumorSample-A	4	107085269	107095004	2	1
TumorSample-A	4	107095005	107103823	1	1
TumorSample-A	4	107108531	107869789	2	0
TumorSample-A	4	107869805	107930474	1	1
TumorSample-A	4	107934620	108088540	2	1
TumorSample-A	4	108088615	108369628	2	0
TumorSample-A	4	108371212	108374393	2	1
TumorSample-A	4	108374558	108419524	1	1
TumorSample-A	4	108422120	108536965	2	1
TumorSample-A	4	108537568	108861093	2	0
TumorSample-A	4	108864594	108957294	2	1
TumorSample-A	4	108957707	108977690	1	1
TumorSample-A	4	108977758	108983476	2	1
TumorSample-A	4	108983597	109301065	2	0
TumorSample-A	4	109304228	109586632	1	1
TumorSample-A	4	109587595	109614432	2	0
TumorSample-A	4	109616411	109640203	2	1
TumorSample-A	4	109642482	110392700	2	0
